bookID,author_id
2678,785
2678,786
2680,787
2680,788
2686,129
2686,789
2687,129
2687,790
2688,129
2688,791
2692,129
2692,792
2692,793
2696,794
2696,795
2698,794
2698,796
2701,794
2701,797
2702,794
2702,798
2705,799
2706,794
2706,800
2710,794
2711,794
2711,801
2711,802
2713,794
2713,803
2715,804
2718,805
2718,806
2718,807
2719,808
2722,809
2722,810
2723,811
2725,812
2725,813
2725,814
2725,815
2727,816
2727,817
2727,818
2731,819
2735,820
2743,821
2745,822
2745,823
2749,824
2756,825
2756,826
2761,827
2761,828
2761,829
2767,830
2768,830
2768,831
2768,832
2770,830
2770,831
2770,832
2778,833
2781,834
2785,835
2794,169
2802,836
2804,836
2810,837
2810,838
2811,109
2814,109
2815,109
2815,839
2817,109
2817,840
2819,109
2820,841
2820,842
2820,843
2821,841
2821,844
2822,841
2823,841
2823,845
2823,846
2826,847
2834,734
2834,848
2834,849
2835,734
2835,850
2836,851
2836,852
2843,110
2847,851
2851,851
2855,853
2855,854
2860,855
2864,856
2868,857
2871,856
2872,856
2873,856
2875,856
2877,858
2877,856
2877,859
2879,860
2880,860
2881,860
2882,860
2883,860
2885,861
2885,862
2885,863
2885,864
2886,861
2886,862
2887,861
2887,862
2893,865
2895,156
2895,866
2896,156
2898,156
2899,156
2900,156
2900,867
2906,860
2907,860
2912,19
2912,868
2917,19
2920,19
2921,869
2921,870
2923,19
2928,19
2932,871
2932,872
2933,871
2933,873
2934,871
2934,874
2937,871
2937,562
2940,871
2942,871
2942,875
2942,876
2949,734
2949,877
2949,878
2949,879
2952,734
2952,880
2953,734
2953,881
2953,882
2956,734
2956,881
2956,883
2956,884
2958,734
2958,885
2960,734
2960,886
2962,734
2962,887
2962,885
2965,734
2967,734
2967,888
2967,889
2967,890
2968,734
2968,891
2971,734
2971,891
2973,734
2973,882
2978,892
2988,585
2988,893
2988,894
2997,895
2998,896
3003,896
3003,897
3004,898
3004,896
3004,899
3004,900
3006,896
3006,901
3008,896
3008,902
3011,903
3014,904
3014,896
3014,905
3023,906
3025,906
3040,906
3041,906
3042,906
3047,906
3051,907
3051,908
3053,909
3055,909
3056,910
3061,911
3061,912
3065,913
3066,242
3066,914
3067,242
3067,915
3068,242
3068,916
3070,917
3072,242
3072,918
3075,919
3075,920
3084,920
3087,93
3088,93
3088,921
3100,922
3100,93
3101,93
3101,923
3101,924
3102,93
3103,93
3104,925
3105,93
3107,926
3113,927
3117,928
3119,928
3120,928
3130,929
3142,930
3142,931
3144,932
3145,932
3147,930
3147,933
3152,932
3155,932
3155,934
3156,932
3156,934
3167,383
3167,386
3207,383
3207,935
3231,383
3231,386
3232,936
3232,937
3248,502
3248,480
3248,938
3254,446
3254,939
3258,447
3258,417
3258,476
3258,490
3258,446
3273,940
3280,941
3283,942
3283,943
3283,944
3290,945
3290,946
3291,945
3293,945
3293,947
3293,948
3298,945
3300,945
3300,946
3301,945
3302,945
3303,945
3304,945
3304,946
3311,356
3316,930
3316,949
3325,932
3325,950
3340,804
3340,951
3341,804
3341,952
3343,804
3344,804
3345,804
3346,804
3347,804
3348,804
3348,951
3351,953
3351,954
3351,552
3351,643
3351,955
3351,956
3351,957
3351,958
3351,959
3357,1
3359,960
3359,961
3368,962
3384,824
3388,963
3402,964
3402,965
3403,966
3404,966
3409,967
3409,968
3413,969
3416,969
3417,969
3418,969
3419,969
3420,969
3421,969
3422,969
3424,969
3425,969
3426,970
3426,204
3431,971
3437,514
3438,514
3439,514
3444,972
3445,972
3446,972
3447,972
3449,972
3462,973
3463,973
3464,973
3465,973
3465,974
3466,973
3468,973
3468,975
3469,973
3471,973
3473,973
3476,976
3478,973
3479,977
3479,978
3479,979
3479,980
3479,981
3479,982
3479,983
3483,984
3491,985
3493,163
3493,986
3507,987
3509,988
3510,989
3513,990
3513,991
3513,339
3516,990
3516,991
3516,339
3519,990
3519,991
3519,339
3520,992
3525,993
3529,994
3530,993
3531,995
3531,996
3532,997
3532,87
3536,998
3545,999
3554,1000
3557,1001
3562,1002
3564,1002
3564,1003
3564,1004
3566,1002
3566,1005
3574,1002
3574,1006
3577,1002
3579,1002
3580,1002
3581,1007
3582,1007
3582,1008
3583,1007
3583,1008
3584,1009
3585,1007
3585,1010
3585,1011
3585,1012
3587,1013
3593,1014
3595,1007
3595,1015
3597,1007
3599,1014
3603,1016
3604,1016
3604,1017
3631,1018
3635,1019
3635,1020
3635,1021
3636,1022
3638,1023
3638,1024
3640,1025
3649,1026
3650,1026
3651,1026
3656,94
3657,94
3659,94
3660,94
3661,94
3664,94
3665,94
3679,1027
3682,1028
3684,1029
3684,1030
3685,1031
3686,1032
3687,1033
3688,1034
3688,1035
3690,1034
3690,1036
3692,1034
3693,1034
3693,1037
3695,1034
3695,1038
3698,1034
3698,1039
3701,1034
3705,1034
3707,1034
3710,1027
3711,1027
3717,1040
3731,720
3731,1041
3732,720
3732,1042
3733,720
3733,1043
3734,720
3734,1044
3736,720
3736,1045
3738,720
3738,1043
3743,1046
3744,1047
3750,1048
3751,1049
3754,1048
3758,1048
3759,1048
3762,1048
3765,1048
3768,760
3768,1050
3769,760
3770,760
3774,760
3776,1051
3782,1051
3782,1052
3784,1051
3787,1051
3788,1051
3797,1053
3797,1054
3798,1053
3799,1053
3799,1055
3801,1053
3803,1056
3805,1057
3806,1058
3806,1059
3815,1060
3818,1061
3820,1062
3822,1063
3825,1060
3825,1064
3826,1060
3827,1060
3828,1060
3829,1060
3830,1060
3831,1060
3832,1060
3833,1060
3834,1060
3835,1065
3835,253
3835,428
3836,1065
3836,1066
3836,1067
3837,1065
3837,1068
3840,1065
3840,1069
3840,1070
3841,1071
3841,1072
3841,1073
3841,1065
3841,1074
3842,85
3848,1075
3849,1076
3850,1077
3851,1076
3852,1078
3852,1079
3852,1080
3852,1081
3853,1082
3858,1083
3859,1084
3859,1085
3867,1086
3869,623
3870,6
3871,1087
3872,1088
3873,1089
3875,658
3875,1090
3886,1091
3895,1092
3895,1093
3900,1094
3914,1095
3914,1094
3916,1094
3918,1094
3918,1096
3918,1097
3921,1098
3938,1099
3938,1100
3939,1099
3940,1101
3940,1102
3966,1099
3966,1103
3967,1099
3967,271
3968,1099
3968,271
3972,1099
3973,1099
3974,1099
3975,1099
3976,1099
3977,1099
3978,1099
3985,1104
3986,1104
3986,1105
3986,1106
3986,1107
3986,1108
3986,1109
3986,1110
3986,1111
3997,1112
4006,278
4006,279
4008,278
4008,520
4008,1113
4009,1114
4014,1115
4023,1116
4031,1116
4035,1117
4043,1118
4050,1119
4055,1120
4060,1121
4066,1122
4066,1123
4069,1124
4069,1125
4069,1126
4069,1127
4070,1124
4070,1128
4070,1129
4075,1130
4077,1131
4099,202
4099,13
4100,1132
4100,1133
4104,644
4106,647
4108,1134
4117,1135
4119,1136
4122,1137
4122,1138
4135,1139
4140,1140
4140,1141
4140,1142
4140,1143
4140,1144
4140,1145
4140,1146
4140,1147
4140,1148
4140,1149
4140,1150
4140,1151
4140,1152
4140,1153
4140,1154
4140,1155
4140,1156
4140,1157
4140,1158
4144,1159
4162,1160
4162,1161
4165,1162
4165,1163
4167,1164
4191,1165
4200,1027
4204,1027
4207,1027
4216,1166
4221,1167
4223,302
4227,302
4232,1168
4241,1169
4248,302
4249,302
4249,1170
4250,302
4250,1171
4251,1172
4256,1
4259,1173
4259,1150
4259,1174
4259,1175
4259,1176
4260,1173
4261,1173
4263,1173
4263,1177
4263,1178
4263,1179
4263,1180
4263,1181
4263,1182
4263,1183
4263,1184
4263,1185
4263,1186
4263,1187
4264,1173
4267,1173
4273,1173
4277,1173
4278,1188
4287,1189
4295,1190
4300,1191
4314,1192
4315,1193
4315,1194
4315,1195
4325,1196
4326,1197
4326,1198
4329,1199
4329,1200
4331,1197
4331,1198
4332,1197
4332,1198
4337,1201
4338,1202
4339,1203
4341,1204
4346,1205
4346,1206
4346,1207
4346,1208
4352,1209
4352,1210
4359,1211
4359,1212
4360,1213
4362,1214
4364,1215
4370,1216
4372,1217
4373,1218
4382,1219
4382,1220
4390,152
4394,152
4394,251
4394,252
4397,288
4397,1221
4397,1222
4398,1223
4398,204
4398,288
4399,288
4404,1224
4405,1225
4407,1224
4408,288
4411,1226
4415,288
4417,1227
4417,1228
4417,1229
4418,1230
4424,1231
4434,1232
4435,1232
4436,1232
4451,1233
4454,1233
4465,1007
4472,1234
4477,1235
4477,1236
4479,1237
4479,1238
4487,1239
4488,1239
4515,1240
4519,1241
4520,1240
4524,1240
4524,1242
4525,1243
4525,14
4540,1244
4579,1245
4580,1245
4580,1022
4583,914
4584,914
4588,914
4591,1246
4593,1247
4595,1248
4599,1105
4600,1249
4601,1250
4601,1251
4602,1250
4602,1251
4605,601
4606,1252
4606,1253
4608,1254
4608,204
4608,1255
4610,1255
4620,1256
4623,1257
4623,1258
4624,152
4624,1259
4625,658
4625,1260
4625,1261
4625,1262
4625,1263
4626,1264
4626,1265
4627,658
4631,658
4633,658
4637,1266
4637,1267
4641,658
4642,1268
4642,1269
4651,658
4651,1270
4653,1234
4654,1234
4656,1234
4657,1234
4658,1234
4660,1234
4662,1271
4662,1272
4664,1271
4664,1272
4666,1271
4666,1272
4666,1273
4669,1271
4669,1274
4669,1275
4670,1271
4670,1276
4670,1277
4673,1278
4673,1271
4674,1271
4674,1279
4675,1271
4675,1280
4676,1281
4676,1271
4676,204
4677,1271
4680,1117
4681,1117
4682,1117
4683,1117
4685,1117
4686,1117
4692,1282
4693,1282
4693,1283
4693,1284
4695,1282
4696,1282
4696,1283
4696,1284
4698,1285
4700,1282
4700,1286
4703,514
4704,514
4704,1287
4714,1288
4717,1289
4723,1271
4723,1290
4738,824
4739,824
4742,768
4742,1291
4745,1292
4745,1293
4745,1294
4745,1295
4746,1296
4752,1297
4764,1298
4764,1299
4767,1297
4777,1300
4777,1301
4796,288
4796,1302
4799,288
4801,288
4801,1303
4801,1221
4802,288
4803,288
4803,1304
4805,1305
4805,1306
4805,1307
4806,1305
4806,1308
4808,1309
4808,1310
4812,1311
4813,1312
4817,1313
4820,1314
4824,1315
4829,1315
4830,1316
4832,1316
4835,1316
4835,1317
4836,1316
4845,1318
4864,1319
4866,1319
4870,1319
4870,1320
4873,1319
4873,1321
4873,1322
4887,1323
4887,1324
4888,1323
4894,1325
4894,1326
4898,1327
4898,1328
4900,1329
4906,1329
4906,1330
4907,1329
4909,1331
4916,1331
4921,1332
4922,1332
4924,1332
4925,1332
4926,1332
4926,1333
4929,1334
4929,1335
4933,1336
4933,87
4933,1337
4933,84
4934,1336
4934,1338
4934,80
4934,81
4935,1336
4935,1339
4936,1336
4936,80
4936,81
4938,1336
4938,1340
4938,1341
4940,1336
4940,87
4940,1342
4942,1343
4942,661
4943,1344
4943,1345
4944,1346
4945,1347
4947,1348
4947,1349
4950,1350
4951,1351
4952,1352
4953,1352
4954,1352
4955,1352
4956,1352
4963,1353
4963,1354
4964,1353
4964,1354
4965,1355
4966,1356
4966,1357
4978,1358
4978,1359
4979,1360
4979,1361
4981,1360
4983,428
4983,1362
4983,1363
4983,1364
4983,1365
4983,1366
4983,1367
4983,1368
4983,1369
4983,1370
4983,1371
4983,1372
4983,1373
4983,1374
4983,1375
4986,1360
4987,1360
4988,1360
4989,1376
4990,1377
4991,1378
4997,856
4997,1379
4999,1380
5004,1381
5005,1382
5008,856
5015,1383
5027,1384
5027,1385
5051,1386
5053,1386
5055,1386
5057,1387
5061,1387
5062,1386
5065,1386
5065,1388
5066,1386
5069,1389
5071,1389
5073,1389
5077,1390
5084,1391
5084,1392
5089,6
5094,1358
5102,1393
5102,1394
5104,1393
5107,1114
5111,1395
5113,1114
5114,1114
5128,1396
5129,1396
5130,1396
5131,1396
5132,1396
5132,1397
5132,1398
5134,1396
5134,1399
5134,1400
5135,1396
5136,1396
5137,1401
5139,1402
5144,1403
5148,1404
5148,1405
5157,1406
5158,1407
5159,1408
5160,1409
5161,1410
5167,1411
5168,1412
5169,1413
5171,1414
5174,1415
5175,1416
5176,1417
5179,1418
5186,1419
5187,1420
5190,1421
5191,1422
5196,1423
5197,1424
5198,1425
5202,1426
5202,1427
5203,1428
5204,1143
5205,1420
5205,1429
5205,1430
5207,945
5207,946
5209,1426
5209,1427
5209,1431
5210,320
5211,1432
5212,1426
5212,1427
5212,1433
5213,1434
5214,1435
5215,152
5215,251
5216,1425
5217,152
5217,251
5219,1425
5220,1436
5230,1428
5230,1437
5237,1438
5240,1439
5249,702
5249,1440
5255,702
5255,705
5261,702
5261,1441
5272,702
5289,1442
5289,1443
5294,1444
5296,1442
5297,1442
5297,671
5304,1442
5304,1445
5305,1446
5306,288
5307,288
5307,1303
5307,1221
5308,288
5309,1447
5310,1447
5314,1448
5316,1447
5316,1449
5316,1450
5316,1451
5316,1452
5316,1453
5316,1454
5316,1455
5316,1456
5319,1457
5321,1458
5321,1459
5322,1460
5322,1461
5327,590
5327,1462
5328,590
5330,590
5330,887
5330,1463
5332,1464
5332,1055
5337,590
5337,598
5337,1465
5338,590
5338,1466
5342,590
5344,590
5345,324
5346,324
5348,324
5348,1467
5349,324
5350,324
5351,324
5352,324
5354,324
5356,324
5357,324
5358,142
5358,324
5359,324
5360,324
5362,324
5362,1468
5362,1429
5364,1469
5368,1470
5370,586
5370,1471
5371,586
5371,1471
5372,377
5373,1358
5373,1472
5374,1473
5374,1474
5375,1475
5375,1476
5376,1477
5396,1478
5396,1479
5396,1480
5396,1481
5396,1482
5396,1483
5396,1484
5396,1485
5396,1486
5396,1487
5396,1488
5396,1489
5396,1490
5402,1491
5402,1492
5404,1493
5412,1358
5412,1103
5413,1358
5413,1494
5414,1358
5414,1495
5415,1358
5417,1358
5419,1358
5420,1358
5427,1496
5439,1152
5442,1497
5452,1498
5453,1498
5458,338
5458,339
5471,1499
5471,169
5472,1499
5472,1037
5477,1499
5477,1500
5478,1499
5479,1396
5479,1037
5480,1396
5480,1037
5481,1396
5485,1396
5486,1501
5488,1502
5490,1502
5490,810
5497,1502
5497,1503
5498,1502
5498,1504
5499,1502
5499,1505
5502,1502
5502,1506
5503,1502
5503,1507
5508,1508
5508,1509
5508,1406
5508,1510
5508,1511
5508,1512
5509,1513
5509,1514
5513,1515
5513,1516
5513,1517
5514,1518
5514,1519
5518,1520
5526,973
5527,1042
5528,1521
5530,1042
5530,1522
5530,1523
5534,1524
5534,1525
5534,1526
5544,1527
5545,1527
5545,1528
5545,1529
5548,1527
5550,1527
5550,1530
5552,1527
5554,964
5558,1531
5558,1532
5571,1533
5571,1534
5575,1535
5585,927
5587,1536
5595,1537
5598,1537
5599,1537
5606,1538
5635,1539
5635,1444
5635,1540
5653,1541
5659,1542
5659,1541
5660,1541
5660,1543
5660,1544
5661,590
5665,1545
5671,1545
5678,1546
5685,79
5685,80
5685,81
5691,1336
5691,80
